1111;21491.0;la.wav
1112;21828.0;la.wav
1113;21699.0;la.wav
1114;21231.0;la.wav
1115;20553.0;la.wav
1116;19755.0;la.wav
1117;18877.0;la.wav
1118;17953.0;la.wav
1208;18929.0;la.wav
1209;19951.0;la.wav
1210;20628.0;la.wav
1211;20904.0;la.wav
1212;20791.0;la.wav
1213;20369.0;la.wav
1214;19740.0;la.wav
1215;18995.0;la.wav
1216;18208.0;la.wav
1305;17969.0;la.wav
1306;19366.0;la.wav
1307;20558.0;la.wav
1308;21496.0;la.wav
1309;22105.0;la.wav
1310;22332.0;la.wav
1311;22181.0;la.wav
1312;21750.0;la.wav
1313;21147.0;la.wav
1314;20454.0;la.wav
1315;19720.0;la.wav
1316;18953.0;la.wav
1317;18172.0;la.wav
1406;18490.0;la.wav
1407;19394.0;la.wav
1408;20079.0;la.wav
1409;20512.0;la.wav
1410;20648.0;la.wav
1411;20481.0;la.wav
1412;20043.0;la.wav
1413;19406.0;la.wav
1414;18660.0;la.wav
1415;17882.0;la.wav
1505;18014.0;la.wav
1506;18871.0;la.wav
1507;19525.0;la.wav
1508;19939.0;la.wav
1509;20083.0;la.wav
1510;19940.0;la.wav
1511;19535.0;la.wav
1512;18944.0;la.wav
1513;18254.0;la.wav
1605;18590.0;la.wav
1606;19353.0;la.wav
1607;19833.0;la.wav
1608;20013.0;la.wav
1609;19910.0;la.wav
1610;19579.0;la.wav
1611;19083.0;la.wav
1612;18488.0;la.wav
1613;17855.0;la.wav
1704;18181.0;la.wav
1705;18992.0;la.wav
1706;19488.0;la.wav
1707;19650.0;la.wav
1708;19510.0;la.wav
1709;19133.0;la.wav
1710;18591.0;la.wav
1711;17948.0;la.wav
1803;18686.0;la.wav
1804;19522.0;la.wav
1805;20058.0;la.wav
1806;20269.0;la.wav
1807;20175.0;la.wav
1808;19835.0;la.wav
1809;19328.0;la.wav
1810;18750.0;la.wav
1811;18146.0;la.wav
1901;18723.0;la.wav
1902;19638.0;la.wav
1903;20297.0;la.wav
1904;20672.0;la.wav
1905;20742.0;la.wav
1906;20534.0;la.wav
1907;20105.0;la.wav
1908;19541.0;la.wav
1909;18902.0;la.wav
1910;18235.0;la.wav
2000;18598.0;la.wav
2001;19464.0;la.wav
2002;20150.0;la.wav
2003;20636.0;la.wav
2004;20886.0;la.wav
2005;20862.0;la.wav
2006;20577.0;la.wav
2007;20097.0;la.wav
2008;19493.0;la.wav
2009;18811.0;la.wav
2010;18096.0;la.wav
2100;18275.0;la.wav
2101;19081.0;la.wav
2102;19723.0;la.wav
2103;20158.0;la.wav
2104;20336.0;la.wav
2105;20249.0;la.wav
2106;19931.0;la.wav
2107;19440.0;la.wav
2108;18851.0;la.wav
2109;18214.0;la.wav
2200;17815.0;la.wav
2201;18580.0;la.wav
2202;19105.0;la.wav
2203;19340.0;la.wav
2204;19292.0;la.wav
2205;19022.0;la.wav
2206;18618.0;la.wav
2207;18143.0;la.wav
2208;17656.0;la.wav
2301;17976.0;la.wav
2302;18334.0;la.wav
2303;18433.0;la.wav
2304;18306.0;la.wav
2305;18034.0;la.wav
2306;17695.0;la.wav
2903;17927.0;la.wav
2904;18260.0;la.wav
2905;18475.0;la.wav
2906;18579.0;la.wav
2907;18569.0;la.wav
2908;18445.0;la.wav
2909;18215.0;la.wav
2910;17885.0;la.wav
3003;17871.0;la.wav
3004;18046.0;la.wav
3005;18098.0;la.wav
3006;18031.0;la.wav
3007;17853.0;la.wav
